ProjectID,BuildingID,ReportingConstructionType,Borough,Block,Lot,BIN,HouseNumber,StreetName,CountedRentalUnits,CountedHomeownershipUnits,AllCountedUnits,TotalBuildingUnits,BaseSquareFootage,Stories,BBL,Community Board,Council District,Census Tract,NTA,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Postcode
53157,299929,Preservation,3,3821,3,3085004,543,GEORGIA AVENUE,3,0,3,3,1599,2,3038210003,5,42,1126,BK85,40.663246,-73.895597,40.663246,-73.895597,11207
50407,353145,Preservation,3,3822,27,3085055,518,PENNSYLVANIA AVENUE,0,0,0,19,5160,4,3038220027,5,42,1126,BK85,40.664408,-73.893966,40.664408,-73.893966,11207
53157,353157,Preservation,3,3822,50,3085067,566,PENNSYLVANIA AVENUE,3,0,3,3,1800,2,3038220050,5,42,1126,BK85,40.663524,-73.893736,40.663524,-73.893736,11207
53157,369264,Preservation,3,3822,107,3085069,537,SHEFFIELD AVENUE,6,0,6,6,1698,3,3038220107,5,42,1126,BK85,40.663712,-73.894778,40.663712,-73.894778,11207
50407,342526,Preservation,3,3824,1,3085071,641,NEW JERSEY AVENUE,0,0,0,6,2100,3,3038240001,5,42,1126,BK85,40.663636,-73.89272,40.663636,-73.89272,11207
50407,342523,Preservation,3,3824,5,3085074,633,NEW JERSEY AVENUE,0,0,0,4,1420,2,3038240005,5,42,1126,BK85,40.663784,-73.892755,40.663784,-73.892755,11207
50407,362334,Preservation,3,3834,20,3085371,474,RIVERDALE AVENUE,0,0,0,12,2870,3,3038340020,5,42,1132,BK85,40.66248,-73.8986,40.66248,-73.8986,11207
53157,371205,Preservation,3,3834,108,3085384,535,SNEDIKER AVENUE,3,0,3,3,1743,3,3038340108,5,42,1132,BK85,40.661723,-73.899027,40.661723,-73.899027,11207
50407,313104,Preservation,3,3835,16,3085395,523,HINSDALE STREET,0,0,0,4,1600,2,3038350016,5,42,1130,BK85,40.661972,-73.898136,40.661972,-73.898136,11207
50407,395849,Preservation,3,3835,28,3252666,542,WILLIAMS AVENUE,0,0,0,6,1760,3,3038350028,5,42,1130,BK85,40.662331,-73.897292,40.662331,-73.897292,11207
50407,395877,Preservation,3,3835,44,3085414,584,WILLIAMS AVENUE,0,0,0,9,2800,3,3038350044,5,42,1130,BK85,40.661551,-73.897092,40.661551,-73.897092,11207
50407,395846,Preservation,3,3836,25,3085432,506,RIVERDALE AVENUE,0,0,0,8,1773,3,3038360025,5,42,1130,BK85,40.662619,-73.897667,40.662619,-73.897667,11207
50407,362337,Preservation,3,3836,26,3085433,520,RIVERDALE AVENUE,0,0,0,3,1350,2,3038360026,5,42,1130,BK85,40.662718,-73.897014,40.662718,-73.897014,11207
50407,949647,Preservation,3,3836,26,3085434,522,RIVERDALE AVENUE,0,0,0,3,1350,2,3038360026,5,42,1130,BK85,40.662734,-73.896906,40.662734,-73.896906,11207
50407,362339,Preservation,3,3836,30,3085436,526,RIVERDALE AVENUE,0,0,0,3,1350,2,3038360030,5,42,1130,BK85,40.662767,-73.89669,40.662767,-73.89669,11207
53157,183061,Preservation,3,3837,20,3085461,549,ALABAMA AVENUE,4,0,4,4,2200,3,3038370020,5,42,1130,BK85,40.662396,-73.896333,40.662396,-73.896333,11207
50407,183060,Preservation,3,3837,26,3085464,539,ALABAMA AVENUE,0,0,0,6,1833,3,3038370026,5,42,1130,BK85,40.662583,-73.89638,40.662583,-73.89638,11207
50407,807552,Preservation,3,3837,26,3085463,543,ALABAMA AVENUE,0,0,0,6,1833,3,3038370026,5,42,1130,BK85,40.662509,-73.896362,40.662509,-73.896362,11207
50407,807553,Preservation,3,3837,26,3085462,545,ALABAMA AVENUE,0,0,0,6,1833,3,3038370026,5,42,1130,BK85,40.66247,-73.896351,40.66247,-73.896351,11207
53157,299935,Preservation,3,3837,34,3085467,556,GEORGIA AVENUE,3,0,3,3,1599,2,3038370034,5,42,1130,BK85,40.662598,-73.895461,40.662598,-73.895461,11207
50407,342748,Preservation,3,3838,68,3085511,325,NEW LOTS AVENUE,0,0,0,3,3680,2,3038380068,5,42,1128,BK85,40.661167,-73.89462,40.661167,-73.89462,11207
50407,353190,Preservation,3,3840,3,3085552,611,PENNSYLVANIA AVENUE,0,0,0,15,3391,4,3038400003,5,42,1128,BK85,40.662212,-73.893349,40.662212,-73.893349,11207
50407,362349,Preservation,3,3840,29,3085567,614,RIVERDALE AVENUE,0,0,0,3,1300,3,3038400029,5,42,1128,BK85,40.663293,-73.893124,40.663293,-73.893124,11207
50407,362352,Preservation,3,3840,31,3085569,620,RIVERDALE AVENUE,0,0,0,3,1300,3,3038400031,5,42,1128,BK85,40.663321,-73.892936,40.663321,-73.892936,11207
50407,342533,Preservation,3,3840,35,3085571,660,NEW JERSEY AVENUE,0,0,0,3,900,3,3038400035,5,42,1128,BK85,40.662952,-73.892566,40.662952,-73.892566,11207
50407,342542,Preservation,3,3841,7,3085588,673,NEW JERSEY AVENUE,0,0,0,4,1716,2,3038410007,5,42,1128,BK85,40.662714,-73.89248,40.662714,-73.89248,11207
58555,927146,New Construction,3,3841,32,3000000,668,VERMONT STREET,2,1,3,3,1279,3,3038410032,5,42,1128,BK85,40.662924,-73.891571,40.662924,-73.891571,11207
44295,965149,New Construction,3,3850,5,3000000,679,VAN SINDEREN AVENUE,102,0,102,102,18180,7,3038500005,5,42,1132,BK85,40.659906,-73.899419,40.659906,-73.899419,11207
61612,975696,New Construction,3,3862,1,3327047,94,NEW LOTS AVENUE,197,0,197,197,20000,9,3038620001,16,42,920,BK81,40.657971,-73.901754,40.657971,-73.901754,11212
66644,985451,New Construction,3,3862,1,3327047,96,NEW LOTS AVENUE,118,0,118,118,25067,9,3038620001,16,42,920,BK81,40.657993,-73.901703,40.657993,-73.901703,11212
58555,974491,New Construction,3,3865,46,3342538,666,SNEDIKER AVENUE,2,1,3,3,1295,3,3038650046,5,42,1132,BK85,40.658577,-73.898246,40.658577,-73.898246,11207
58555,974492,New Construction,3,3865,47,3000000,668,SNEDIKER AVENUE,2,1,3,3,1295,3,3038650047,5,42,1132,BK85,40.658544,-73.898235,40.658544,-73.898235,11207
58555,927613,New Construction,3,3866,41,3000000,642,HINSDALE STREET,2,1,3,3,1436,3,3038660041,5,42,1132,BK85,40.658949,-73.897384,40.658949,-73.897384,11207
58555,927614,New Construction,3,3866,68,3085948,1745,LINDEN BOULEVARD,2,1,3,3,1295,3,3038660068,5,42,1132,BK85,40.657561,-73.897829,40.657561,-73.897829,11207
58555,927165,New Construction,3,3867,8,3000000,655,HINSDALE STREET,2,1,3,3,1295,3,3038670008,5,42,1132,BK85,40.658683,-73.897294,40.658683,-73.897294,11207
58555,927966,New Construction,3,3867,9,3085955,653,HINSDALE STREET,2,1,3,3,1295,3,3038670009,5,42,1132,BK85,40.658719,-73.897301,40.658719,-73.897301,11207
66670,377997,Preservation,3,3868,20,3086001,895,MOTHER GASTON BOULEVARD,6,0,6,6,2050,3,3038680020,16,42,922,BK81,40.656386,-73.903443,40.656386,-73.903443,11212
66670,377994,Preservation,3,3868,22,3086002,891,MOTHER GASTON BOULEVARD,6,0,6,6,2050,3,3038680022,16,42,922,BK81,40.656446,-73.903457,40.656446,-73.903457,11212
63769,976030,New Construction,3,3971,19,3000000,3002,ATLANTIC AVENUE,100,0,100,100,4106,9,3039710019,5,37,1168,BK82,40.678249,-73.883607,40.678249,-73.883607,11208
50407,913572,Preservation,3,3985,5,3392546,336,ELTON STREET,0,0,0,24,7554,2,3039850005,5,37,1166,BK82,40.675194,-73.883778,40.675194,-73.883778,11208
50407,289096,Preservation,3,3986,1,3393458,335,ELTON STREET,0,0,0,16,7122,2,3039860001,5,37,1166,BK82,40.675197,-73.883757,40.675197,-73.883757,11208
50407,354165,Preservation,3,3997,36,3088843,2297,PITKIN AVENUE,0,0,0,10,3900,3,3039970036,5,37,1150,BK82,40.673372,-73.887567,40.673372,-73.887567,11207
50407,354170,Preservation,3,3997,133,3088845,2307,PITKIN AVENUE,0,0,0,3,1100,3,3039970133,5,37,1150,BK82,40.673185,-73.887203,40.673185,-73.887203,11207
50407,940975,Preservation,3,4003,28,3088965,2449,PITKIN AVENUE,0,0,0,6,2325,3,3040030028,5,37,1166,BK82,40.673957,-73.882007,40.673957,-73.882007,11208
50407,940976,Preservation,3,4003,30,3088966,2445,PITKIN AVENUE,0,0,0,6,2325,3,3040030028,5,37,1166,BK82,40.673941,-73.882119,40.673941,-73.882119,11208
52782,958149,New Construction,3,4005,7501,3000000,2501,PITKIN AVENUE,60,0,60,60,10247,8,3040057501,5,37,1166,BK82,40.674238,-73.880081,40.674238,-73.880081,11208
53157,337330,Preservation,3,4008,31,3089063,180,MILFORD STREET,5,0,5,5,2728,2,3040080031,5,37,1192,BK82,40.675206,-73.877264,40.675206,-73.877264,11208
66565,207556,Preservation,3,4020,32,3089294,781,BELMONT AVENUE,9,0,9,9,2340,3,3040200032,5,37,1166,BK82,40.672808,-73.880855,40.672808,-73.880855,11208
53157,354267,Preservation,3,4021,16,3089311,2482,PITKIN AVENUE,3,0,3,3,1273,3,3040210016,5,37,1166,BK82,40.674134,-73.880662,40.674134,-73.880662,11208
53157,207557,Preservation,3,4036,20,3089577,784,BELMONT AVENUE,3,0,3,3,2700,2,3040360020,5,42,1164,BK82,40.672803,-73.880794,40.672803,-73.880794,11208
50059,234927,Preservation,3,4061,1,3090031,877,DUMONT AVENUE,6,0,6,6,3190,3,3040610001,5,42,1162,BK82,40.667549,-73.886052,40.667549,-73.886052,11207
50407,234974,Preservation,3,4065,1,3090131,973,DUMONT AVENUE,0,0,0,19,3730,4,3040650001,5,42,1164,BK82,40.66807,-73.882547,40.66807,-73.882547,11208
66565,234960,Preservation,3,4080,24,3090535,950,DUMONT AVENUE,6,0,6,6,1700,3,3040800024,5,42,1120,BK82,40.667925,-73.883416,40.667925,-73.883416,11207
66565,234962,Preservation,3,4080,25,3090536,954,DUMONT AVENUE,6,0,6,6,1700,3,3040800025,5,42,1120,BK82,40.667942,-73.883301,40.667942,-73.883301,11207
66565,234964,Preservation,3,4080,26,3090537,956,DUMONT AVENUE,6,0,6,6,1700,3,3040800026,5,42,1120,BK82,40.66795,-73.883243,40.66795,-73.883243,11207
66565,234966,Preservation,3,4080,27,3090538,960,DUMONT AVENUE,6,0,6,6,1700,3,3040800027,5,42,1120,BK82,40.667966,-73.883131,40.667966,-73.883131,11207
66565,234969,Preservation,3,4080,29,3090540,964,DUMONT AVENUE,10,0,10,10,2957,3,3040800029,5,42,1120,BK82,40.667983,-73.883016,40.667983,-73.883016,11207
53157,222346,Preservation,3,4080,40,3090548,700,CLEVELAND STREET,4,0,4,4,1680,3,3040800040,5,42,1120,BK82,40.667288,-73.882603,40.667288,-73.882603,11208
53157,338045,Preservation,3,4087,19,3090650,629,MILLER AVENUE,3,0,3,3,1743,2,3040870019,5,42,1124,BK82,40.665022,-73.889261,40.665022,-73.889261,11207
53157,310573,Preservation,3,4089,2,3090705,679,HENDRIX STREET,4,0,4,4,1875,3,3040890002,5,42,1124,BK82,40.664915,-73.887379,40.664915,-73.887379,11207
52405,186854,Preservation,3,4180,6,3093916,445,AUTUMN AVENUE,20,0,20,20,4534,4,3041800006,5,37,1188,BK83,40.678765,-73.869012,40.678765,-73.869012,11208
53157,301045,Preservation,3,4190,46,3094230,923,GLENMORE AVENUE,3,0,3,3,1080,3,3041900046,5,37,1192,BK82,40.676146,-73.875943,40.676146,-73.875943,11208
66558,300675,Preservation,3,4201,1,3094346,1097,GLENMORE AVENUE,5,0,5,5,1200,3,3042010001,5,37,1188,BK83,40.677233,-73.868409,40.677233,-73.868409,11208
53157,337322,Preservation,3,4208,11,3094549,171,MILFORD STREET,8,0,8,8,3560,4,3042080011,5,37,1192,BK82,40.675371,-73.877285,40.675371,-73.877285,11208
53157,328488,Preservation,3,4208,31,3094560,436,LOGAN STREET,4,0,4,4,1600,2,3042080031,5,37,1192,BK82,40.675518,-73.876384,40.675518,-73.876384,11208
53157,328494,Preservation,3,4208,33,3094562,442,LOGAN STREET,6,0,6,6,2871,3,3042080033,5,37,1192,BK82,40.675403,-73.876355,40.675403,-73.876355,11208
50207,354367,Preservation,3,4213,1,3342869,2709,PITKIN AVENUE,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.675374,-73.872191,40.675374,-73.872191,11208
50207,810091,Preservation,3,4213,1,3342507,63,DOSCHER STREET,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.67586,-73.8728,40.67586,-73.8728,11208
50207,810092,Preservation,3,4213,1,3342860,65,DOSCHER STREET,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.675814,-73.872789,40.675814,-73.872789,11208
50207,810093,Preservation,3,4213,1,3342861,67,DOSCHER STREET,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.675767,-73.872778,40.675767,-73.872778,11208
50207,810094,Preservation,3,4213,1,3342862,69,DOSCHER STREET,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.67572,-73.872764,40.67572,-73.872764,11208
50207,810095,Preservation,3,4213,1,3342863,71,DOSCHER STREET,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.675673,-73.872753,40.675673,-73.872753,11208
50207,810096,Preservation,3,4213,1,3342864,73,DOSCHER STREET,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.675627,-73.872742,40.675627,-73.872742,11208
50207,810100,Preservation,3,4213,16,3342874,444,EUCLID AVENUE,3,0,3,3,689,3,3042130001,5,42,1196,BK82,40.676326,-73.872153,40.676326,-73.872153,11208
50207,810105,Preservation,3,4213,1,3342866,2703,PITKIN AVENUE,3,0,3,3,703,3,3042130001,5,42,1196,BK82,40.675352,-73.872346,40.675352,-73.872346,11208
50207,810106,Preservation,3,4213,1,3342867,2705,PITKIN AVENUE,3,0,3,3,703,3,3042130001,5,42,1196,BK82,40.675357,-73.872296,40.675357,-73.872296,11208
50207,810107,Preservation,3,4213,1,3342868,2707,PITKIN AVENUE,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.675366,-73.872242,40.675366,-73.872242,11208
50207,810108,Preservation,3,4213,1,3342870,2711,PITKIN AVENUE,3,0,3,3,879,3,3042130001,5,42,1196,BK82,40.675382,-73.872137,40.675382,-73.872137,11208
50207,300660,Preservation,3,4213,16,3342871,438,EUCLID AVENUE,3,0,3,3,689,3,3042130016,5,42,1196,BK82,40.676441,-73.872182,40.676441,-73.872182,11208
50207,810098,Preservation,3,4213,16,3342872,440,EUCLID AVENUE,3,0,3,3,689,3,3042130016,5,42,1196,BK82,40.676403,-73.872171,40.676403,-73.872171,11208
50207,810099,Preservation,3,4213,16,3342873,442,EUCLID AVENUE,3,0,3,3,689,3,3042130016,5,42,1196,BK82,40.676365,-73.872164,40.676365,-73.872164,11208
50207,810101,Preservation,3,4213,16,3342875,446,EUCLID AVENUE,3,0,3,3,689,3,3042130016,5,42,1196,BK82,40.676288,-73.872143,40.676288,-73.872143,11208
50207,810102,Preservation,3,4213,16,3342876,448,EUCLID AVENUE,3,0,3,3,689,3,3042130016,5,42,1196,BK82,40.676249,-73.872135,40.676249,-73.872135,11208
50207,810103,Preservation,3,4213,16,3342877,450,EUCLID AVENUE,3,0,3,3,689,3,3042130016,5,42,1196,BK82,40.676208,-73.872125,40.676208,-73.872125,11208
50207,810104,Preservation,3,4213,16,3342878,452,EUCLID AVENUE,3,0,3,3,689,3,3042130016,5,42,1196,BK82,40.67617,-73.872114,40.67617,-73.872114,11208
50407,379928,Preservation,3,4246,38,3095335,1163,SUTTER AVENUE,0,0,0,22,6480,4,3042460038,5,42,1194,BK82,40.672338,-73.87507,40.672338,-73.87507,11208
50407,207683,Preservation,3,4249,18,3095391,970,BELMONT AVENUE,0,0,0,23,4177,4,3042490018,5,42,1196,BK82,40.673947,-73.872839,40.673947,-73.872839,11208
50407,207686,Preservation,3,4249,21,3095392,122,DOSCHER STREET,0,0,0,16,3600,4,3042490021,5,42,1196,BK82,40.673834,-73.87232,40.673834,-73.87232,11208
50407,328562,Preservation,3,4262,42,3095635,596,LOGAN STREET,0,0,0,6,1760,3,3042620042,5,42,1194,BK82,40.671397,-73.87536,40.671397,-73.87536,11208
68432,326066,Preservation,3,4271,5,3095889,675,LINCOLN AVENUE,319,0,319,319,18082,18,3042710005,5,42,1208,BK82,40.672675,-73.866436,40.672675,-73.866436,11208
68432,326090,Preservation,3,4271,9001,3343256,735,LINCOLN AVENUE,294,0,294,294,20540,17,3042719001,5,42,1208,BK82,40.671189,-73.866071,40.671189,-73.866071,11208
68432,808252,Preservation,3,4271,9001,3343252,790,ELDERT LANE,294,0,294,294,20540,17,3042719001,5,42,1208,BK82,40.670554,-73.863105,40.670554,-73.863105,11208
68432,808705,Preservation,3,4271,9001,3343260,765,LINCOLN AVENUE,294,0,294,294,20540,17,3042719001,5,42,1208,BK82,40.67028,-73.865853,40.67028,-73.865853,11208
68432,288856,Preservation,3,4271,9001,3343249,750,ELDERT LANE,32,0,32,32,20540,17,3042719001,5,42,1208,BK82,40.671982,-73.863456,40.671982,-73.863456,11208
68432,288857,Preservation,3,4271,9001,3343250,760,ELDERT LANE,294,0,294,294,20540,17,3042719001,5,42,1208,BK82,40.671675,-73.863381,40.671675,-73.863381,11208
58555,927741,New Construction,3,4295,19,3000000,650,ALABAMA AVENUE,2,1,3,3,1295,3,3042950019,5,42,1130,BK85,40.660042,-73.894971,40.660042,-73.894971,11207
50407,342738,Preservation,3,4296,2,3096273,300,NEW LOTS AVENUE,0,0,0,3,1292,2,3042960002,5,42,1130,BK85,40.660888,-73.895218,40.660888,-73.895218,11207
50407,342739,Preservation,3,4296,3,3096274,302,NEW LOTS AVENUE,0,0,0,3,1292,2,3042960002,5,42,1130,BK85,40.66091,-73.895171,40.66091,-73.895171,11207
50407,342742,Preservation,3,4296,5,3096276,306,NEW LOTS AVENUE,0,0,0,3,1254,2,3042960005,5,42,1130,BK85,40.660951,-73.895074,40.660951,-73.895074,11207
50407,342744,Preservation,3,4296,7,3319734,310,NEW LOTS AVENUE,0,0,0,3,1059,2,3042960009,5,42,1130,BK85,40.661025,-73.894904,40.661025,-73.894904,11207
50407,342745,Preservation,3,4296,9,3319735,312,NEW LOTS AVENUE,0,0,0,10,3531,3,3042960009,5,42,1130,BK85,40.661036,-73.894879,40.661036,-73.894879,11207
50407,300002,Preservation,3,4296,32,3096300,692,GEORGIA AVENUE,0,0,0,3,926,2,3042960032,5,42,1130,BK85,40.659874,-73.893771,40.659874,-73.893771,11207
50407,342753,Preservation,3,4297,3,3096325,332,NEW LOTS AVENUE,0,0,0,3,1073,3,3042970003,5,42,1128,BK85,40.661225,-73.894457,40.661225,-73.894457,11207
50407,342757,Preservation,3,4297,5,3096327,336,NEW LOTS AVENUE,0,0,0,3,5500,3,3042970005,5,42,1128,BK85,40.661272,-73.894353,40.661272,-73.894353,11207
50407,808939,Preservation,3,4297,5,3331367,340,NEW LOTS AVENUE,0,0,0,6,2750,3,3042970005,5,42,1128,BK85,40.661321,-73.894252,40.661321,-73.894252,11207
50407,808942,Preservation,3,4297,5,3331370,348,NEW LOTS AVENUE,0,0,0,7,2750,3,3042970005,5,42,1128,BK85,40.661414,-73.894039,40.661414,-73.894039,11207
50248,309562,Preservation,3,4298,48,3096416,519,HEGEMAN AVENUE,3,0,3,3,1387,2,3042980048,5,42,1128,BK85,40.659686,-73.892243,40.659686,-73.892243,11207
53157,338076,Preservation,3,4303,11,3096698,694,MILLER AVENUE,4,0,4,4,1640,3,3043030011,5,42,1122,BK85,40.663152,-73.888665,40.663152,-73.888665,11207
53157,338096,Preservation,3,4303,24,3096708,730,MILLER AVENUE,4,0,4,4,1640,3,3043030024,5,42,1122,BK85,40.662608,-73.888259,40.662608,-73.888259,11207
53157,338108,Preservation,3,4303,31,3096714,752,MILLER AVENUE,4,0,4,4,1562,3,3043030031,5,42,1122,BK85,40.662273,-73.888011,40.662273,-73.888011,11207
44303,927939,New Construction,3,4309,1,3397178,660,JEROME STREET,0,0,0,51,7188,4,3043090001,5,42,1122,BK85,40.664352,-73.884169,40.664352,-73.884169,11207
53157,309651,Preservation,3,4313,40,3097063,873,HEGEMAN AVENUE,6,0,6,6,1980,3,3043130040,5,42,1120,BK82,40.664812,-73.880347,40.664812,-73.880347,11208
53157,222365,Preservation,3,4313,76,3097081,743,CLEVELAND STREET,5,0,5,5,3094,3,3043130076,5,42,1120,BK82,40.665961,-73.882108,40.665961,-73.882108,11208
50248,309559,Preservation,3,4321,9,3097256,514,HEGEMAN AVENUE,3,0,3,3,1141,2,3043210009,5,42,1104,BK82,40.659521,-73.892578,40.659521,-73.892578,11207
50248,369344,Preservation,3,4322,54,3097298,735,SHEFFIELD AVENUE,3,0,3,3,1236,2,3043220054,5,42,1104,BK82,40.659194,-73.892165,40.659194,-73.892165,11207
44281,980874,New Construction,3,4375,1,3425901,924,HENDRIX PLACE,31,0,31,31,7000,4,3043750001,5,42,1106,BK82,40.658302,-73.882849,40.658302,-73.882849,11207
44281,981192,New Construction,3,4375,1,3425900,910,HENDRIX PLACE,31,0,31,31,7000,4,3043750001,5,42,1106,BK82,40.65867,-73.88313,40.65867,-73.88313,11207
44281,981457,New Construction,3,4375,1,3413779,879,VAN SICLEN AVENUE,27,0,27,27,7000,4,3043750001,5,42,1106,BK82,40.658484,-73.884143,40.658484,-73.884143,11207
44281,981458,New Construction,3,4375,1,3413778,869,VAN SICLEN AVENUE,31,0,31,31,7000,4,3043750001,5,42,1106,BK82,40.658652,-73.884265,40.658652,-73.884265,11207
44281,981459,New Construction,3,4375,1,3413737,656,STANLEY AVENUE,31,0,31,31,7000,4,3043750001,5,42,1106,BK82,40.659132,-73.884397,40.659132,-73.884397,11207
44281,981460,New Construction,3,4375,1,3413736,271,WORTMAN AVENUE,89,0,89,89,10000,7,3043750001,5,42,1106,BK82,40.657778,-73.883084,40.657778,-73.883084,11207
51299,956539,New Construction,3,4447,7501,3413940,1062,ELTON STREET,136,0,136,136,60881,6,3044477501,5,42,1070,BK82,40.657478,-73.874795,40.657478,-73.874795,11208
51299,928126,New Construction,3,4447,7502,3413941,475,LOCKE STREET,151,0,151,151,60881,8,3044477502,5,42,1070,BK82,40.656348,-73.87567,40.656348,-73.87567,11208
48772,944107,New Construction,3,4452,7504,3398170,524,VANDALIA AVENUE,0,0,0,64,77190,6,3044520000,5,42,1070,BK82,40.655758,-73.873187,40.655758,-73.873187,11239
53680,985786,New Construction,3,4452,155,3000000,129,GATEWAY DRIVE,8,0,8,8,7263,4,3044520155,5,42,1070,BK82,40.654042,-73.877782,40.654042,-73.877782,11239
53680,985151,New Construction,3,4452,156,3000000,127,GATEWAY DRIVE,8,0,8,8,7263,4,3044520156,5,42,1070,BK82,40.654067,-73.877782,40.654067,-73.877782,11239
53680,985789,New Construction,3,4452,157,3000000,392,SCHROEDERS AVENUE,8,0,8,8,9481,4,3044520157,,,,,,,,,
53680,985790,New Construction,3,4452,158,3000000,396,SCHROEDERS AVENUE,8,0,8,8,7204,4,3044520158,,,,,,,,,
53680,985791,New Construction,3,4452,159,3000000,398,SCHROEDERS AVENUE,8,0,8,8,7204,4,3044520159,,,,,,,,,
53680,985792,New Construction,3,4452,160,3000000,400,SCHROEDERS AVENUE,8,0,8,8,7204,4,3044520160,,,,,,,,,
53680,985793,New Construction,3,4452,161,3000000,402,SCHROEDERS AVENUE,8,0,8,8,7263,4,3044520161,,,,,,,,,
53680,985795,New Construction,3,4452,224,3421891,401,SCHROEDERS AVENUE,8,0,8,8,7263,4,3044520224,,,,,,,,,
53680,985794,New Construction,3,4452,225,3421892,389,SCHROEDERS AVENUE,8,0,8,8,7263,4,3044520225,,,,,,,,,
54360,979269,New Construction,3,4452,280,3000000,497,VANDALIA AVENUE,8,0,8,8,3991,4,3044520280,5,42,1070,BK82,40.655238,-73.874453,40.655238,-73.874453,11239
54360,979268,New Construction,3,4452,281,3000000,495,VANDALIA AVENUE,8,0,8,8,3128,4,3044520281,5,42,1070,BK82,40.655219,-73.874497,40.655219,-73.874497,11239
54360,979267,New Construction,3,4452,282,3000000,493,VANDALIA AVENUE,8,0,8,8,3128,4,3044520282,5,42,1070,BK82,40.655202,-73.87454,40.655202,-73.87454,11239
54360,979266,New Construction,3,4452,283,3000000,491,VANDALIA AVENUE,8,0,8,8,3128,4,3044520283,5,42,1070,BK82,40.655183,-73.874587,40.655183,-73.874587,11239
54360,979265,New Construction,3,4452,284,3000000,489,VANDALIA AVENUE,8,0,8,8,3128,4,3044520284,5,42,1070,BK82,40.655164,-73.87463,40.655164,-73.87463,11239
54360,979264,New Construction,3,4452,285,3000000,487,VANDALIA AVENUE,8,0,8,8,3128,4,3044520285,5,42,1070,BK82,40.655145,-73.874674,40.655145,-73.874674,11239
54360,979263,New Construction,3,4452,286,3000000,485,VANDALIA AVENUE,8,0,8,8,3128,4,3044520286,5,42,1070,BK82,40.655128,-73.874717,40.655128,-73.874717,11239
54360,979262,New Construction,3,4452,287,3000000,483,VANDALIA AVENUE,8,0,8,8,3128,4,3044520287,5,42,1070,BK82,40.655109,-73.87476,40.655109,-73.87476,11239
54360,979261,New Construction,3,4452,288,3000000,481,VANDALIA AVENUE,8,0,8,8,3128,4,3044520288,5,42,1070,BK82,40.65509,-73.874807,40.65509,-73.874807,11239
54360,979260,New Construction,3,4452,289,3000000,479,VANDALIA AVENUE,8,0,8,8,3033,4,3044520289,5,42,1070,BK82,40.655071,-73.87485,40.655071,-73.87485,11239
54360,979259,New Construction,3,4452,290,3000000,475,VANDALIA AVENUE,8,0,8,8,5101,4,3044520290,5,42,1070,BK82,40.655035,-73.874937,40.655035,-73.874937,11239
53680,985796,New Construction,3,4452,464,3000000,1123,ASHFORD STREET,8,0,8,8,7263,4,3044520400,5,42,1070,BK82,40.654863,-73.875319,40.654863,-73.875319,11239
53680,985797,New Construction,3,4452,465,3000000,1121,ASHFORD STREET,8,0,8,8,7204,4,3044520400,5,42,1070,BK82,40.654824,-73.875424,40.654824,-73.875424,11239
53680,985798,New Construction,3,4452,466,3000000,1119,ASHFORD STREET,8,0,8,8,7204,4,3044520400,5,42,1070,BK82,40.654786,-73.875532,40.654786,-73.875532,11239
53680,985799,New Construction,3,4452,467,3000000,1117,ASHFORD STREET,8,0,8,8,7204,4,3044520400,5,42,1070,BK82,40.654745,-73.87564,40.654745,-73.87564,11239
53680,985800,New Construction,3,4452,468,3000000,1115,ASHFORD STREET,8,0,8,8,7204,4,3044520400,5,42,1070,BK82,40.654707,-73.875748,40.654707,-73.875748,11239
53680,985802,New Construction,3,4452,440,3000000,1111,ASHFORD STREET,8,0,8,8,7263,4,3044520400,5,42,1070,BK82,40.65463,-73.875961,40.65463,-73.875961,11239
53680,985803,New Construction,3,4452,417,3000000,498,SCHROEDERS AVENUE,8,0,8,8,7263,4,3044520400,,,,,,,,,
53680,985804,New Construction,3,4452,418,3000000,500,SCHROEDERS AVENUE,8,0,8,8,7204,4,3044520400,5,42,1070,BK82,40.655016,-73.87263,40.655016,-73.87263,11239
53680,985805,New Construction,3,4452,419,3000000,502,SCHROEDERS AVENUE,8,0,8,8,7204,4,3044520400,5,42,1070,BK82,40.65503,-73.872601,40.65503,-73.872601,11239
53680,985806,New Construction,3,4452,420,3000000,504,SCHROEDERS AVENUE,8,0,8,8,9481,4,3044520400,5,42,1070,BK82,40.655044,-73.872569,40.655044,-73.872569,11239
53680,986184,New Construction,3,4452,423,3000000,516,SCHROEDERS AVENUE,80,0,80,80,74984,7,3044520400,5,42,1070,BK82,40.655126,-73.872389,40.655126,-73.872389,11239
54360,979270,New Construction,3,4452,441,3000000,494,VANDALIA AVENUE,8,0,8,8,3671,4,3044520441,5,42,1070,BK82,40.655082,-73.874778,40.655082,-73.874778,11239
